uid,iid,val,tag
1800,626,4,974698245
1800,669,5,974698156
1800,1114,3,974698735
1800,1181,4,974698788
1800,1425,3,974698074
1800,1459,4,974698618
1800,1815,2,974698856
1807,10,5,974698577
1807,16,2,974698577
1807,21,5,974698577
1807,35,4,974698577
1807,50,4,974698577
1807,60,3,974698797
1807,168,4,974697693
1807,171,1,974697637
1807,178,2,974698046
1807,191,3,974698797
1807,340,4,974698046
1807,349,4,974698046
1807,390,2,974698577
1807,406,4,974698046
1807,419,1,974697638
1807,499,1,974698046
1807,519,5,974698046
1807,524,2,974698046
1807,535,5,974698577
1807,593,4,974697638
1807,667,3,974697637
1807,733,4,974698797
1807,740,2,974698797
1807,860,5,974698191
1807,992,5,974698191
1807,993,3,974698046
1807,1166,2,974698797
1807,1226,4,974698797
1807,1523,5,974698577
1807,1613,4,974698046
1807,1712,4,974698191
1810,0,4,974697505
1810,38,5,974871957
1810,104,5,974871146
1810,134,4,974871957
1810,184,5,974871175
1810,218,4,974872043
1810,255,2,974697544
1810,273,4,974871508
1810,277,4,974871146
1810,305,3,974871990
1810,363,4,974871377
1810,406,4,974871852
1810,454,4,974871451
1810,592,2,974697667
1810,669,5,974697667
1810,908,4,974871260
1810,933,4,974871214
1810,941,4,974871287
1810,948,4,974698845
1810,1015,4,974698845
1810,1110,4,974698845
1810,1135,4,974871701
1810,1349,3,974697667
1810,1387,4,974871852
1810,1421,2,974697736
1810,1654,5,974871451
1810,1709,2,974699629
1810,2039,5,974871957
1810,2128,5,974698845
1810,2395,4,974698845
1812,88,3,975470738
1812,104,5,975040531
1812,178,5,975040531
1812,202,1,974697521
1812,224,5,975470774
1812,272,5,975470738
1812,283,2,975470774
1812,417,5,975470738
1812,453,4,975470774
1812,481,3,974697757
1812,499,4,975470618
1812,788,3,975040531
1812,799,1,974697827
1812,832,2,974697757
1812,862,4,975040531
1812,1106,4,975470738
1812,1360,3,974697827
1812,1501,4,974697521
1812,1522,4,975470738
1812,1590,3,974697827
1812,1757,4,974697827
1812,2558,3,975470738
1820,26,3,974697721
1820,153,4,974698720
1820,486,5,974697653
1820,589,3,974698336
1820,661,5,974699508
1820,669,3,974697821
1820,694,4,974698565
1820,976,5,974697582
1820,998,4,974698090
1820,1228,5,974697821
1820,1237,4,974699508
1820,1491,3,974698420
1820,1497,4,974698565
1820,1532,5,974697582
1820,1540,5,974698090
1820,1556,3,974698420
1820,1920,4,974698336
1820,2028,5,974698336
1820,2068,3,974698565
1820,2080,4,974697582
1820,2227,4,974698336
1820,2294,5,974699508
1820,2297,5,974698565
1820,2299,4,974698565
1820,2305,4,974698336
1820,3011,3,974698999
1820,3174,3,974698874
1822,5,3,974697028
1822,40,5,974698050
1822,48,3,974696974
1822,50,5,974698050
1822,116,3,974697754
1822,129,5,974698117
1822,134,4,974697999
1822,164,5,974698480
1822,171,2,974698247
1822,206,2,974696974
1822,221,3,974698198
1822,230,4,974697028
1822,231,3,974697951
1822,272,3,974697803
1822,283,5,974697754
1822,381,5,974698198
1822,417,5,974697702
1822,444,4,974696928
1822,505,5,974698050
1822,606,5,974697999
1822,674,5,974697702
1822,690,5,974698408
1822,729,5,974698335
1822,732,2,974697951
1822,1054,3,974698117
1822,1236,4,974696928
1822,1256,5,974698116
1822,1680,4,974697754
1828,5,3,974696861
1828,26,2,974696986
1828,38,2,974698974
1828,51,4,974698645
1828,128,4,974698974
1828,184,3,974698328
1828,244,5,974698645
1828,246,3,974698974
1828,259,4,974698465
1828,272,2,974698645
1828,336,4,974698974
1828,339,2,974698273
1828,367,4,974698645
1828,381,5,974698273
1828,486,3,974696931
1828,505,3,974698522
1828,524,2,974698645
1828,529,3,974698974
1828,662,4,974697588
1828,957,4,974698974
1828,1149,4,974697145
1828,1232,3,974698584
1828,1372,2,974697988
1828,1543,3,974697145
1828,1854,4,974697839
1828,1940,4,974698522
1828,2464,5,974698465
1828,2476,5,974698396
1828,2621,3,974698140
1828,3346,1,974698396
1829,5,2,974697921
1829,26,3,974697311
1829,44,5,974696829
1829,62,5,974698390
1829,64,5,974697961
1829,97,5,974698280
1829,113,3,974698390
1829,117,5,974698390
1829,124,5,974697921
1829,125,4,974698556
1829,151,5,974698316
1829,186,5,974697961
1829,189,4,974698556
1829,195,5,974698390
1829,205,5,974698006
1829,210,5,974697921
1829,214,5,974698006
1829,217,5,974697961
1829,264,4,974698350
1829,349,4,974696829
1829,480,2,974696616
1829,586,3,974697742
1829,587,5,974698006
1829,755,4,974698006
1829,840,3,974698192
1829,949,4,974697647
1829,1101,3,974698118
1829,1103,2,974697183
1829,1112,3,974698118
1829,1226,5,974698350
1837,3,3,974697176
1837,168,3,974696326
1837,178,3,974697786
1837,183,4,974696266
1837,349,2,974697721
1837,406,3,974697176
1837,504,3,974696266
1837,516,3,974697721
1837,517,2,974697615
1837,519,4,974697258
1837,522,4,974698127
1837,526,3,974697407
1837,533,3,974697384
1837,541,4,974697384
1837,765,3,974696326
1837,892,2,974697176
1837,949,4,974697985
1837,993,3,974697384
1837,1171,3,974697841
1837,1244,3,974697176
1837,1577,4,974696266
1837,1712,4,974697384
1837,1878,1,974697258
1837,2015,2,974697176
1837,2033,4,974697279
1837,2055,3,974697407
1837,2056,3,974697501
1839,44,5,974697973
1839,48,4,974696137
1839,74,4,974696137
1839,92,5,974696242
1839,96,4,974697974
1839,209,5,974697973
1839,211,4,974697974
1839,338,4,974698920
1839,559,3,974698920
1839,586,3,974697974
1839,603,4,974697974
1839,641,2,974697973
1839,671,4,974696137
1839,743,5,974698920
1839,793,4,974696137
1839,975,2,974697974
1839,984,2,974697974
1839,994,5,974697973
1839,998,4,974696966
1839,1014,4,974698920
1839,1016,5,974697974
1839,1237,4,974698920
1839,1240,4,974698920
1839,3066,4,974696242
1843,27,1,974695914
1843,68,3,974697727
1843,128,5,974695954
1843,246,4,974696051
1843,315,3,974696051
1843,368,2,974696051
1843,392,4,974695878
1843,516,3,974697768
1843,519,3,974697727
1843,771,4,974695878
1843,775,2,974696051
1843,831,5,974697151
1843,892,4,974697204
1843,1933,4,974697862
1843,1968,3,974697260
1843,2048,4,974697151
1843,2088,5,974697260
1843,2210,5,974697151
1843,2409,5,974696201
1843,2555,4,974697862
1847,1,5,974696846
1847,14,4,974696846
1847,15,4,974696378
1847,84,4,974696313
1847,104,5,974696313
1847,113,3,974696602
1847,246,4,974695945
1847,283,4,974696313
1847,321,4,974696378
1847,379,3,974696602
1847,509,4,974696846
1847,524,5,974696313
1847,603,5,974696894
1847,732,4,974695945
1847,1004,3,974696894
1847,1005,4,974696846
1847,1114,3,974696999
1847,1131,3,974696602
1847,1270,3,974696602
1847,1376,3,974695945
1847,1535,3,974695999
1847,2568,3,974695999
1848,5,5,974695911
1848,48,5,974696121
1848,60,5,974696342
1848,62,3,974696202
1848,78,3,974696202
1848,90,4,974696342
1848,92,4,974696121
1848,97,5,974696121
1848,113,3,974696202
1848,120,4,974696280
1848,122,1,974696280
1848,128,5,974695856
1848,132,5,974696202
1848,151,5,974696121
1848,155,5,974696342
1848,156,3,974696280
1848,189,5,974696280
1848,240,3,974696280
1848,264,2,974696202
1848,433,4,974696280
1848,546,4,974696121
1848,755,2,974695856
1848,1256,3,974695856
1848,1711,1,974695856
1863,64,1,974694483
1863,173,4,974695566
1863,242,4,974694483
1863,349,1,974694483
1863,517,5,974695309
1863,780,5,974695398
1863,831,3,974695516
1863,948,3,974695398
1863,1105,5,974695482
1863,1225,1,974694483
1863,1527,2,974695399
1863,2023,3,974695450
1863,2048,5,974695482
1863,2206,1,974695309
1863,2335,5,974695450
1863,2395,2,974695398
1863,2451,3,974694483
1863,2481,3,974694483
1863,2573,5,974695516
1863,2616,5,974694483
1863,2842,1,974695309
1863,3302,4,974694483
1863,3402,5,974694483
1885,23,5,974693265
1885,27,4,974692137
1885,84,4,974692436
1885,86,3,974692699
1885,92,5,974692397
1885,97,5,974692436
1885,113,4,974692397
1885,171,5,974692196
1885,189,5,974692509
1885,340,5,974692509
1885,416,2,974692467
1885,546,5,974693293
1885,831,4,974692984
1885,843,4,974692161
1885,909,5,974692611
1885,949,3,974693183
1885,993,5,974692397
1885,999,4,974693517
1885,1004,4,974692509
1885,1187,3,974693458
1885,1229,3,974692509
1885,1244,4,974693183
1885,1736,3,974692670
1885,2054,1,974693076
1885,2903,5,974692237
1885,3068,2,974692237
1891,0,3,974692071
1891,135,3,974692029
1891,170,5,974692029
1891,175,4,974691802
1891,209,4,974692029
1891,235,3,974691872
1891,409,4,974691872
1891,420,5,974691872
1891,434,4,974691981
1891,486,5,974692029
1891,559,4,974691981
1891,669,4,974691981
1891,766,5,974691981
1891,799,4,974691802
1891,994,5,974692029
1891,1001,4,974692071
1891,1262,4,974692071
1891,1453,4,974691981
1891,1466,5,974692071
1891,1483,5,974691872
1891,2681,5,974692125
1891,2998,5,974691981
1892,3,4,974692532
1892,23,4,974691796
1892,68,4,974692579
1892,405,3,974692332
1892,406,3,974692700
1892,489,2,974691995
1892,491,4,974691796
1892,499,3,974692262
1892,516,3,974692641
1892,531,4,974692262
1892,766,5,974691995
1892,831,5,974692262
1892,985,5,974691796
1892,992,3,974692641
1892,1105,4,974692294
1892,1244,4,974692641
1892,1254,4,974692367
1892,1334,2,974691746
1892,1485,4,974692532
1892,1650,4,974692370
1892,1968,3,974692583
1892,1983,3,974692532
1892,2088,5,974692169
1892,2210,5,974692483
1892,2323,5,974692532
1892,2443,3,974692641
1892,2593,4,974692483
1892,2750,3,974691995
1897,50,5,974699028
1897,97,5,974699028
1897,128,5,974691593
1897,134,4,974695300
1897,149,4,974698922
1897,167,5,974695300
1897,184,5,974693646
1897,243,4,974703157
1897,244,5,974693727
1897,315,4,974694712
1897,349,3,974691667
1897,376,5,974703157
1897,380,3,974692214
1897,417,4,974698977
1897,435,4,974698922
1897,447,4,974691593
1897,475,5,974691593
1897,499,4,974691667
1897,500,5,974698977
1897,519,2,974691667
1897,535,4,974693698
1897,860,1,974692241
1897,1359,3,974691593
1897,1712,2,974692176
1897,2290,2,974691593
1897,2474,5,974693646
1905,1,4,974690888
1905,14,5,974691059
1905,15,4,974690888
1905,60,3,974690515
1905,84,4,974690983
1905,92,5,974690724
1905,97,5,974690888
1905,104,5,974690724
1905,107,1,974690515
1905,113,5,974690983
1905,124,3,974690415
1905,189,3,974691059
1905,224,2,974690415
1905,283,4,974691059
1905,379,3,974690983
1905,407,4,974690515
1905,509,3,974690802
1905,585,5,974690802
1905,603,3,974691059
1905,728,4,974690724
1905,844,1,974690415
1905,960,5,974690724
1905,1048,1,974690515
1905,1232,4,974690802
1905,1261,5,974690515
1905,1270,4,974690983
1906,27,3,974690725
1906,47,5,974691235
1906,61,4,974691768
1906,420,5,974691621
1906,562,4,974691235
1906,594,1,974690647
1906,602,5,974691674
1906,652,4,974691492
1906,662,5,974690725
1906,669,5,974691492
1906,681,3,974691674
1906,733,4,974690647
1906,925,2,974690647
1906,998,5,974691492
1906,1158,4,974691768
1906,1240,4,974691674
1906,1283,4,974691235
1906,1457,4,974691566
1906,1516,1,974690725
1906,1523,4,974691077
1906,1540,5,974691235
1906,1849,4,974690725
1906,2044,5,974691621
1906,2180,2,974690725
1910,0,5,974690576
1910,22,4,974836652
1910,38,5,974836622
1910,40,4,974836602
1910,47,5,974835851
1910,92,3,974836159
1910,105,3,974835997
1910,167,3,974835851
1910,174,4,974836494
1910,246,4,974836403
1910,259,3,974835997
1910,269,3,974836314
1910,291,5,974836287
1910,384,3,974836544
1910,420,3,974836287
1910,469,4,974836136
1910,491,4,974690261
1910,661,4,974836449
1910,669,3,974836050
1910,685,4,974690261
1910,693,3,974836516
1910,930,2,974690539
1910,994,3,974690261
1910,1225,4,974690261
1910,1253,4,974836194
1910,1449,4,974835997
1910,1588,5,974836071
1910,1630,3,974836544
1910,2068,2,974836544
1910,2145,3,974835851
1910,2486,1,974836050
1913,0,5,974689985
1913,40,5,974692040
1913,44,3,974689923
1913,50,4,974692100
1913,64,2,974690152
1913,104,5,974691738
1913,116,5,974692100
1913,134,5,974691738
1913,176,2,974692040
1913,184,4,974691738
1913,221,5,974692040
1913,243,3,974692100
1913,275,2,974692100
1913,350,5,974692100
1913,381,4,974691833
1913,499,5,974690836
1913,517,5,974691129
1913,831,5,974690836
1913,836,2,974690152
1913,837,2,974691484
1913,1105,4,974691129
1913,1150,3,974690068
1913,1740,1,974689923
1917,4,2,974691868
1917,27,4,974691703
1917,38,5,974690225
1917,40,4,974691782
1917,59,3,974691782
1917,92,1,974691920
1917,134,5,974691053
1917,164,5,974691484
1917,166,2,974690094
1917,194,1,974691920
1917,219,3,974691053
1917,280,3,974691127
1917,282,4,974691611
1917,333,5,974691920
1917,381,2,974692109
1917,417,1,974691821
1917,437,2,974691733
1917,500,1,974692056
1917,505,4,974691327
1917,753,1,974690000
1917,1641,4,974689827
1917,1755,3,974692177
1917,2150,4,974689928
1926,15,5,974689814
1926,84,3,974689814
1926,168,4,974689532
1926,176,4,974689532
1926,189,4,974689940
1926,379,3,974689940
1926,505,4,974689451
1926,585,4,974689814
1926,603,4,974689940
1926,780,5,974689814
1926,909,3,974689940
1926,1004,4,974689532
1926,1105,5,974690482
1926,1181,2,974689940
1926,1216,1,974689940
1926,1270,5,974689940
1926,1283,5,974690321
1926,1333,3,974689940
1926,1458,5,974689532
1926,2008,5,974689451
1926,2128,5,974689814
1926,2227,4,974690321
1928,3,5,974690127
1928,4,5,974689878
1928,51,4,974689433
1928,64,3,974689433
1928,69,2,974690038
1928,104,5,974689635
1928,178,4,974689635
1928,184,4,974689713
1928,274,2,974689433
1928,315,4,974690127
1928,352,1,974689713
1928,354,4,974689948
1928,435,5,974690127
1928,508,3,974689948
1928,515,5,974689878
1928,788,4,974689635
1928,840,3,974689433
1928,862,5,974689635
1928,927,2,974689713
1928,942,2,974690038
1928,1030,3,974690038
1928,1045,5,974689433
1928,1523,5,974690127
1928,1844,2,974690038
1928,1925,5,974689635
1928,1933,1,974689713
1928,2211,3,974689878
1932,64,3,974691481
1932,92,3,974691928
1932,97,3,974691850
1932,104,4,974691784
1932,113,1,974691321
1932,164,3,974691481
1932,173,4,974691602
1932,178,3,974692044
1932,189,3,974691983
1932,283,3,974691784
1932,310,5,974691321
1932,379,4,974691850
1932,380,3,974691784
1932,416,3,974692349
1932,463,2,974692292
1932,499,4,974691850
1932,517,4,974691631
1932,524,4,974691888
1932,728,3,974691983
1932,768,3,974692349
1932,885,4,974691983
1932,909,3,974692129
1932,1232,4,974691888
1932,1335,4,974692349
1932,1459,3,974692082
1932,1712,3,974691784
1932,1786,5,974691481
1932,2273,4,974692082
1932,2394,4,974692044
1932,2697,5,974692445
1935,14,4,974703307
1935,84,3,974703090
1935,92,2,974702945
1935,97,3,974703197
1935,104,4,974703090
1935,139,4,974689736
1935,219,3,974689847
1935,392,3,974689847
1935,415,4,974689736
1935,416,3,974703493
1935,463,3,974703493
1935,480,5,974703545
1935,499,4,974704593
1935,509,5,974702945
1935,524,4,974703090
1935,863,5,974704000
1935,909,2,974703427
1935,1005,4,974703243
1935,1181,2,974703427
1935,1270,4,974703197
1935,1293,3,974703023
1935,1459,3,974703307
1935,1956,4,974703243
1935,2048,5,974702391
1935,2335,5,974703023
1935,2475,5,974703909
1935,2485,4,974689736
1935,2792,4,974702945
1963,0,3,974685500
1963,60,3,974685900
1963,64,4,974685551
1963,148,2,974685525
1963,176,5,974686030
1963,187,3,974685584
1963,218,3,974685737
1963,283,5,974686288
1963,349,4,974686870
1963,499,4,974686823
1963,542,5,974686118
1963,573,2,974685900
1963,656,2,974685900
1963,743,4,974685677
1963,749,4,974685900
1963,796,5,974686167
1963,907,2,974685900
1963,982,5,974686232
1963,1014,4,974685737
1963,1050,4,974685500
1963,1712,3,974686870
1963,2293,4,974686084
1966,23,2,974685073
1966,104,4,974907263
1966,113,2,974685000
1966,134,4,974907515
1966,184,4,974907279
1966,219,5,974907383
1966,305,2,974907555
1966,338,5,974907428
1966,344,4,974685073
1966,345,4,974907428
1966,372,5,974907296
1966,435,3,974907351
1966,500,4,974907492
1966,524,2,974907428
1966,891,2,974907555
1966,912,3,974907404
1966,915,4,974907536
1966,1564,3,974685000
1966,1751,4,974907263
1966,1925,3,974907263
1966,2036,4,974907515
1966,2114,4,974685000
1966,2150,4,974907404
1966,2808,4,974684945
1985,62,5,974683631
1985,104,4,974683476
1985,123,5,974683631
1985,128,5,974683763
1985,141,4,974683510
1985,173,5,974683425
1985,259,5,974683763
1985,559,5,974683763
1985,727,5,974683251
1985,733,5,974683631
1985,799,5,974683251
1985,1231,4,974683574
1985,1240,5,974683763
1985,1382,3,974683251
1985,1445,5,974683574
1985,1449,5,974683574
1985,1450,5,974683574
1985,1465,5,974683251
1985,1735,3,974683251
1985,2188,4,974683631
1985,2341,5,974683574
1985,3121,4,974683251
1988,5,5,974682248
1988,14,5,974682416
1988,58,4,974682779
1988,84,5,974682416
1988,94,4,974682300
1988,104,5,974682378
1988,113,4,974682467
1988,128,5,974682300
1988,321,5,974682378
1988,340,1,974682551
1988,349,4,974682493
1988,416,3,974682575
1988,463,2,974682551
1988,509,2,974682493
1988,512,4,974682300
1988,524,1,974682467
1988,541,2,974682779
1988,577,1,974682248
1988,622,2,974682248
1988,909,4,974682604
1988,960,4,974682378
1988,1131,5,974682467
1988,1181,1,974682604
1988,1229,1,974682467
1988,2111,1,974682300
1988,2343,5,974682604
1988,2842,5,974682519
1990,0,5,974681664
1990,23,5,974681819
1990,40,4,974681894
1990,48,5,974681894
1990,51,5,974681819
1990,67,5,974681846
1990,97,5,974682011
1990,104,5,974681867
1990,128,4,974681846
1990,134,4,974681928
1990,151,3,974682011
1990,167,5,974681928
1990,244,5,974681928
1990,246,5,974681846
1990,258,2,974682011
1990,276,5,974682011
1990,795,5,974681894
1990,919,3,974681664
1990,1156,3,974681664
1990,1393,4,974681628
1990,1488,2,974681928
1990,1516,5,974681628
1990,1537,5,974681628
1990,2130,4,974681867
1992,5,5,974681799
1992,40,4,974681718
1992,124,5,974681584
1992,127,4,974681534
1992,134,4,974681833
1992,177,5,974681781
1992,206,4,974681761
1992,275,4,974681815
1992,350,5,974681950
1992,381,3,974681781
1992,499,3,974681833
1992,515,5,974681950
1992,563,4,974681868
1992,608,4,974681851
1992,619,3,974681584
1992,698,3,974681584
1992,740,3,974681926
1992,797,4,974681799
1992,1422,1,974681534
1992,2208,2,974681534
1993,18,3,974682256
1993,23,5,974681837
1993,48,5,974682120
1993,50,4,974681877
1993,51,5,974681729
1993,59,5,974682203
1993,62,3,974682155
1993,67,5,974681729
1993,92,3,974681933
1993,97,5,974682256
1993,104,5,974681813
1993,108,3,974681532
1993,116,5,974681813
1993,124,4,974681502
1993,151,3,974682203
1993,176,5,974682077
1993,183,5,974681502
1993,184,2,974681958
1993,194,5,974682256
1993,259,5,974681782
1993,336,5,974681782
1993,374,4,974681837
1993,420,3,974681532
1993,505,4,974681729
1993,534,4,974682155
1993,945,2,974682203
1993,1106,4,974682120
1993,1153,3,974681532
1993,2499,5,974681933
2027,1,3,974670362
2027,14,4,974670264
2027,15,3,974670264
2027,84,4,974670295
2027,92,4,974670264
2027,97,4,974670264
2027,104,4,974670264
2027,113,3,974670334
2027,127,5,974670105
2027,189,3,974670425
2027,321,4,974670264
2027,331,3,974670384
2027,420,5,974670142
2027,463,2,974670461
2027,509,3,974670362
2027,524,4,974670334
2027,728,3,974670295
2027,909,1,974670461
2027,960,4,974670264
2027,1005,4,974670362
2027,1009,4,974670142
2027,1109,5,974670142
2027,1131,4,974670295
2027,1270,4,974670334
2027,1335,4,974670524
2027,1956,4,974670425
2027,2261,4,974670166
2036,48,5,974666870
2036,61,5,974666870
2036,128,5,974666870
2036,173,5,974667135
2036,349,2,974668383
2036,517,4,974667013
2036,545,2,974667013
2036,831,5,974667013
2036,903,5,974668057
2036,949,1,974667223
2036,952,1,974667223
2036,1105,5,974667013
2036,1187,1,974667081
2036,1244,4,974667135
2036,1619,4,974666870
2036,1659,5,974666870
2036,2207,2,974667260
2036,2265,4,974667260
2036,2442,3,974667135
2036,3261,1,974667774
2043,5,5,974666351
2043,10,2,974665780
2043,22,4,974666507
2043,50,4,974666324
2043,88,5,974666238
2043,153,5,974665780
2043,175,4,974666376
2043,177,4,974666351
2043,183,5,974666478
2043,199,5,974666294
2043,206,5,974666175
2043,216,3,974665730
2043,392,3,974665697
2043,617,5,974666127
2043,696,5,974666407
2043,723,5,974666203
2043,770,5,974666324
2043,983,5,974666574
2043,1038,2,974665780
2043,1086,2,974665730
2043,1256,4,974666620
2043,1278,4,974666238
2043,1341,3,974665697
2043,1448,5,974666238
2043,1517,4,974666127
2044,10,5,974668028
2044,69,3,974668616
2044,74,5,974667786
2044,381,3,974667705
2044,401,4,974665796
2044,545,5,974666437
2044,606,4,974666157
2044,653,4,974665975
2044,932,5,974668535
2044,1020,4,974667045
2044,1054,4,974666586
2044,1093,3,974667463
2044,1181,3,974665876
2044,1236,3,974665648
2044,1367,5,974667358
2044,1683,5,974667824
2044,1731,4,974666119
2044,2178,4,974667358
2044,2190,4,974666908
2044,2192,5,974667125
2044,2199,3,974665845
2044,2232,3,974665766
2044,2530,3,974666996
2044,3009,5,974667705
2044,3159,5,974668725
2051,4,3,974661848
2051,92,2,974661479
2051,104,4,974661685
2051,184,1,974661754
2051,231,4,974661796
2051,278,3,974661930
2051,352,4,974661754
2051,368,4,974661685
2051,508,4,974661930
2051,512,3,974661754
2051,515,4,974661479
2051,564,1,974661443
2051,651,1,974661685
2051,697,3,974661754
2051,788,4,974661685
2051,790,2,974661795
2051,862,3,974661685
2051,866,4,974661795
2051,873,4,974661754
2051,876,3,974661796
2051,927,3,974661754
2051,936,2,974661930
2051,1415,3,974661507
2051,1655,2,974661443
2051,1690,4,974661930
2051,1708,4,974661930
2051,1853,2,974661754
2051,1933,1,974661754
2051,2211,3,974661848
2051,2322,2,974661685
2052,23,4,974661393
2052,59,3,974661467
2052,64,5,974661467
2052,304,4,974661467
2052,538,5,974661393
2052,669,5,974662215
2052,780,3,974661899
2052,948,5,974661899
2052,1015,4,974661899
2052,1110,3,974661899
2052,1229,4,974662005
2052,1258,3,974661467
2052,1355,3,974661393
2052,1542,5,974662143
2052,1709,3,974661816
2052,1873,2,974661899
2052,1990,2,974662005
2052,1991,2,974662005
2052,2095,4,974661467
2052,2128,4,974661899
2052,2312,5,974661816
2052,2362,4,974661393
2052,2390,1,974662005
2052,2657,1,974662005
2052,2658,1,974662005
2060,84,4,974659502
2060,97,3,974659502
2060,104,5,974659408
2060,143,4,974659023
2060,245,4,974659023
2060,246,5,974659023
2060,321,5,974659502
2060,379,5,974659646
2060,499,4,974659502
2060,509,4,974659502
2060,524,5,974659408
2060,948,4,974659593
2060,960,5,974659502
2060,1110,4,974659408
2060,1293,5,974659502
2060,1319,3,974659023
2060,1405,4,974659023
2060,2335,5,974659646
2060,2430,4,974658951
2060,3070,4,974659408
2064,7,4,974659977
2064,38,5,974659172
2064,40,4,974659524
2064,41,5,974658493
2064,44,5,974659117
2064,48,5,974659305
2064,64,5,974659904
2064,104,5,974659578
2064,127,5,974659172
2064,128,4,974659305
2064,132,5,974659172
2064,167,5,974659013
2064,184,5,974659419
2064,206,5,974659172
2064,246,5,974659388
2064,280,5,974659904
2064,336,5,974659524
2064,420,4,974658394
2064,438,4,974659904
2064,506,4,974659388
2064,528,5,974658920
2064,538,5,974658920
2064,1258,3,974658493
2064,1344,4,974660340
2064,1456,4,974659977
2064,1466,4,974659305
2064,1482,3,974658394
2064,1523,4,974658493
2064,1540,4,974659677
2064,1976,4,974659388
2064,2005,4,974659754
2065,22,3,974658347
2065,41,4,974658316
2065,58,5,974659582
2065,60,4,974659616
2065,68,5,974659076
2065,92,5,974659378
2065,113,4,974659616
2065,119,4,974659536
2065,148,4,974659582
2065,150,5,974659536
2065,166,4,974659536
2065,167,4,974659346
2065,189,5,974659498
2065,381,2,974658961
2065,382,5,974658316
2065,405,4,974658785
2065,416,5,974659144
2065,479,2,974659308
2065,484,5,974659183
2065,522,4,974658847
2065,528,4,974659498
2065,605,5,974659643
2065,619,4,974659616
2065,669,3,974658287
2065,703,4,974658930
2065,733,4,974659498
2065,826,4,974658287
2065,1685,4,974659582
2065,1833,3,974658442
2079,7,4,974656316
2079,44,5,974656119
2079,48,5,974656135
2079,51,4,974656159
2079,63,5,974656225
2079,64,4,974655968
2079,67,5,974656316
2079,71,5,974656225
2079,104,4,974656246
2079,105,5,974656246
2079,124,5,974656119
2079,127,4,974656119
2079,159,4,974656184
2079,167,5,974656159
2079,206,5,974656267
2079,259,4,974656119
2079,317,3,974656159
2079,321,5,974656225
2079,434,5,974655882
2079,559,3,974655882
2079,629,5,974656202
2079,652,4,974656316
2079,669,5,974656184
2079,718,5,974656246
2079,766,5,974656225
2079,795,4,974656246
2079,1158,3,974656202
2079,1249,4,974655968
2079,1456,4,974656267
2079,1601,1,974655968
2079,1730,4,974656184
2079,2554,4,974656225
2085,26,5,974654131
2085,38,5,974654131
2085,47,5,974654131
2085,178,3,974654449
2085,218,4,974655126
2085,231,4,974654516
2085,273,4,974654708
2085,277,4,974654424
2085,278,2,974654579
2085,279,5,974655109
2085,294,4,974654947
2085,311,3,974654990
2085,338,4,974654878
2085,350,5,974655043
2085,352,2,974654488
2085,359,4,974654990
2085,400,3,974654131
2085,445,3,974655077
2085,512,4,974654488
2085,788,3,974654424
2085,800,4,974655015
2085,891,3,974655109
2085,1002,2,974654925
2085,1029,2,974654131
2085,1135,4,974654878
2085,1305,3,974654680
2085,1348,5,974654595
2085,1694,3,974654990
2085,2039,5,974655043
2085,2244,4,974655077
2106,44,5,974652282
2106,68,3,974651612
2106,84,5,974651747
2106,92,3,974651747
2106,104,5,974651228
2106,127,5,974651002
2106,150,2,974650978
2106,177,5,974651273
2106,237,3,974651324
2106,243,5,974651379
2106,244,5,974651488
2106,280,5,974651341
2106,292,5,974651134
2106,336,5,974651504
2106,341,4,974651589
2106,343,4,974651297
2106,499,5,974651747
2106,501,3,975738454
2106,509,5,974651770
2106,524,5,974651253
2106,541,2,974651361
2106,853,3,974652050
2106,860,1,974651644
2106,1079,5,974651410
2106,1131,4,974651770
2106,1302,4,974650909
2106,1466,5,974652282
2106,1846,4,974651535
2106,2346,3,974650909
2107,26,3,974650959
2107,29,5,974651889
2107,38,5,974651980
2107,39,1,974652154
2107,40,5,974651980
2107,50,5,974651953
2107,116,5,974651953
2107,151,5,974652116
2107,246,5,974652046
2107,259,4,974651889
2107,283,5,974652046
2107,376,4,974652116
2107,381,5,974652154
2107,437,5,974650959
2107,535,5,974651889
2107,539,5,974651929
2107,669,5,974650914
2107,982,5,974652221
2107,1088,5,974652285
2107,1278,3,974650882
2107,1520,4,974650837
2107,2184,2,974650959
2110,38,4,1015084715
2110,116,3,1015084755
2110,153,5,1015084539
2110,294,3,1015084539
2110,450,3,974649586
2110,553,5,1015084715
2110,631,4,1015084791
2110,669,5,974649586
2110,831,3,1015084715
2110,840,3,974649586
2110,1004,3,974649586
2110,1398,3,974649586
2110,1456,4,974649586
2110,1512,4,974649586
2110,1516,4,974649586
2110,1532,4,1015084791
2110,1605,4,1015084755
2110,1628,4,1015084755
2110,2489,4,1015084539
2110,2913,3,974649586
2127,1,3,974643075
2127,8,4,974642762
2127,64,5,974642723
2127,84,4,974642849
2127,92,4,974642822
2127,104,5,974642822
2127,113,4,974643075
2127,189,4,974642822
2127,251,2,974642723
2127,321,3,974642822
2127,406,3,974643075
2127,585,5,974642849
2127,603,4,974642849
2127,604,3,974642762
2127,728,3,974643075
2127,960,5,974642822
2127,1005,2,974643075
2127,1270,4,974643075
2127,1461,4,974642723
2127,2443,4,974642723
2132,86,2,974642660
2132,128,5,974642254
2132,178,3,974642590
